STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,CDSD,CLDD,DP01,DP10,DT00,DT32,DX32,DX70,DX90,EMNT,EMXP,EMXT,HTDD,PRCP,TAVG,TMAX,TMIN
IN011330900,"SAGAR, IN",23.85,78.75,551,2025-04,1437.0,680.0,22.31578947,17.84210526,0,0,0,28.0,28.0,65.0,6.698421053,109.0,0.0,24.45368421,90.1,104.2,76.0
IN011330900,"SAGAR, IN",23.85,78.75,551,2025-05,2140.0,703.0,22.31578947,17.84210526,0,0,0,31.0,31.0,71.0,6.698421053,109.0,0.0,24.45368421,90.2,102.1,78.3
IN010100700,"THIRUVANANTHAPURAM, IN",8.467,76.95,8,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,73.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,78.9
IN019191200,"KOTA AERODROME, IN",25.15,75.85,274,2025-03,925.6964286,398.0,22.31578947,17.84210526,0,0,0,28.0,24.0,56.0,6.698421053,104.0,0.0,24.45368421,80.0,95.3,64.6
IN019191200,"KOTA AERODROME, IN",25.15,75.85,274,2025-05,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.0,26.0,73.0,6.698421053,114.0,12.28888889,24.45368421,95.0,106.9,83.1
IN007101600,"SHIMLA, IN",31.1,77.167,2202,2025-03,925.6964286,2.0,22.31578947,17.84210526,0,0,0,9.0,0.0,38.0,6.698421053,76.0,191.0,24.45368421,58.2,68.1,48.3
IN007101600,"SHIMLA, IN",31.1,77.167,2202,2025-04,925.6964286,79.0,22.31578947,17.84210526,0,0,0,27.0,0.0,47.0,6.698421053,83.0,13.0,24.45368421,67.4,77.2,57.6
IN007101600,"SHIMLA, IN",31.1,77.167,2202,2025-05,925.6964286,95.0,22.31578947,17.84210526,0,0,0,29.0,0.0,51.0,6.698421053,83.0,13.0,24.45368421,67.9,77.4,58.5
IN019120700,"GANGANAGAR, IN",29.917,73.917,177,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,52.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,60.0
IN019120700,"GANGANAGAR, IN",29.917,73.917,177,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,60.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,72.5
IN019120700,"GANGANAGAR, IN",29.917,73.917,177,2025-05,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,68.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,80.9
IN003041800,"GAUHATI, IN",26.1,91.583,54,2025-05,925.6964286,414.0777778,26.0,18.0,0,0,0,27.54945055,22.34065934,62.98222222,4.37,101.3626374,12.28888889,12.6,81.53204554,95.03336038,71.00517182
IN024141500,"CALCUTTA DUM DUM, IN",22.65,88.45,6,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,29.0,25.0,62.98222222,6.698421053,104.0,12.28888889,24.45368421,81.53204554,93.6,71.00517182
IN024141500,"CALCUTTA DUM DUM, IN",22.65,88.45,6,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,29.0,27.0,62.98222222,6.698421053,104.0,12.28888889,24.45368421,81.53204554,95.8,71.00517182
IN024141500,"CALCUTTA DUM DUM, IN",22.65,88.45,6,2025-05,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,29.0,27.0,62.98222222,6.698421053,105.0,12.28888889,24.45368421,81.53204554,96.7,71.00517182
IN011410500,"AMBIKAPUR, IN",23.167,83.25,611,2025-03,414.0,293.0,22.31578947,17.84210526,0,0,0,31.0,23.0,46.0,6.698421053,100.0,0.0,24.45368421,75.2,92.7,57.7
IN011410500,"AMBIKAPUR, IN",23.167,83.25,611,2025-04,927.0,513.0,22.31578947,17.84210526,0,0,0,30.0,30.0,59.0,6.698421053,106.0,0.0,24.45368421,83.4,98.9,68.0
IN011410500,"AMBIKAPUR, IN",23.167,83.25,611,2025-05,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,30.0,29.0,62.98222222,6.698421053,105.0,12.28888889,24.45368421,81.53204554,96.9,71.00517182
IN014020800,"CHERRAPUNJI, IN",25.25,91.733,1313,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,50.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,56.7
IN014020800,"CHERRAPUNJI, IN",25.25,91.733,1313,2025-04,925.6964286,414.0777778,17.0,16.0,0,0,0,27.54945055,22.34065934,57.0,13.7,101.3626374,12.28888889,32.17,81.53204554,95.03336038,60.4
IN014020800,"CHERRAPUNJI, IN",25.25,91.733,1313,2025-05,925.6964286,414.0777778,23.0,20.0,0,0,0,27.54945055,22.34065934,59.0,16.14,101.3626374,12.28888889,56.44,81.53204554,95.03336038,63.0
IN012051400,"GONDIA, IN",21.467,80.2,313,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,53.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,65.6
IN012051400,"GONDIA, IN",21.467,80.2,313,2025-05,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,63.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,74.7
IN005120501,"BHUJ RUDRAMATA, IN",23.25,69.667,80,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,59.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,70.1
IN005120501,"BHUJ RUDRAMATA, IN",23.25,69.667,80,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,72.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,75.9
IN005120501,"BHUJ RUDRAMATA, IN",23.25,69.667,80,2025-05,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,73.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,80.1
IN003050401,"NORTH LAKHIMPUR, IN",27.233,94.117,102,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,48.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,55.0
IN003050401,"NORTH LAKHIMPUR, IN",27.233,94.117,102,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,57.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,60.9
IN003050401,"NORTH LAKHIMPUR, IN",27.233,94.117,102,2025-05,925.6964286,414.0777778,21.0,16.0,0,0,0,27.54945055,22.34065934,60.0,6.61,101.3626374,12.28888889,21.11,81.53204554,95.03336038,65.9
IN012131800,"KOLHAPUR, IN",16.7,74.233,570,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,67.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,72.1
IN012131800,"KOLHAPUR, IN",16.7,74.233,570,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,67.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,73.7
IN012131800,"KOLHAPUR, IN",16.7,74.233,570,2025-05,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,68.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,73.0
IN004110600,"PURNEA, IN",25.267,87.467,38,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,56.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,64.1
IN004110600,"PURNEA, IN",25.267,87.467,38,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,63.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,72.8
IN004110600,"PURNEA, IN",25.267,87.467,38,2025-05,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,73.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,77.1
IN011140700,"GUNA, IN",24.65,77.317,478,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,50.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,61.7
IN011140700,"GUNA, IN",24.65,77.317,478,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,65.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,73.2
IN006012800,"AMBALA, IN",30.383,76.767,272,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,51.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,60.2
IN006012800,"AMBALA, IN",30.383,76.767,272,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,60.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,71.9
IN003080100,"PET JORHAT, IN",26.9,94.2,87,2025-03,241.0,187.0,22.31578947,17.84210526,0,0,0,26.0,3.0,55.0,6.698421053,92.0,1.0,24.45368421,71.9,81.8,62.1
IN003080100,"PET JORHAT, IN",26.9,94.2,87,2025-04,584.0,343.0,22.31578947,17.84210526,0,0,0,27.0,5.0,64.0,6.698421053,93.0,0.0,24.45368421,77.6,86.8,68.6
IN003080100,"PET JORHAT, IN",26.9,94.2,87,2025-05,1026.0,442.0,22.31578947,17.84210526,0,0,0,29.0,10.0,69.0,6.698421053,96.0,0.0,24.45368421,80.2,87.1,73.4
IN008040500,"JAMMU, IN",32.667,74.833,367,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,29.0,2.0,44.0,6.698421053,93.0,12.28888889,24.45368421,68.7,82.1,55.3
IN008040500,"JAMMU, IN",32.667,74.833,367,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,28.0,25.0,56.0,6.698421053,104.0,12.28888889,24.45368421,82.9,97.0,68.9
IN008040500,"JAMMU, IN",32.667,74.833,367,2025-05,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,29.0,29.0,66.0,6.698421053,107.0,12.28888889,24.45368421,86.7,100.4,73.1
IN012190100,"POONA, IN",18.533,73.85,559,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,56.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,63.6
IN012190100,"POONA, IN",18.533,73.85,559,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,63.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,70.7
IN012230300,"SHOLAPUR, IN",17.667,75.9,479,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,62.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,74.0
IN012230300,"SHOLAPUR, IN",17.667,75.9,479,2025-05,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,71.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,76.3
IN019180500,"JODHPUR, IN",26.3,73.017,224,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,52.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,64.1
IN019180500,"JODHPUR, IN",26.3,73.017,224,2025-05,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,64.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,81.0
IN009010100,"BANGALORE, IN",12.967,77.583,921,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.0,23.0,65.0,6.698421053,96.0,12.28888889,24.45368421,81.3,92.9,69.7
IN009010100,"BANGALORE, IN",12.967,77.583,921,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.0,26.0,62.98222222,6.698421053,96.0,12.28888889,24.45368421,81.53204554,92.6,71.00517182
IN020081700,"MADURAI, IN",9.833,78.083,131,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.0,26.0,62.98222222,6.698421053,104.0,12.28888889,24.45368421,81.53204554,98.0,71.00517182
IN023261300,"GORAKHPUR, IN",26.75,83.367,77,2025-03,925.6964286,316.0,22.31578947,17.84210526,0,0,0,28.0,18.0,53.0,6.698421053,103.0,0.0,24.45368421,77.3,92.8,61.8
IN023261300,"GORAKHPUR, IN",26.75,83.367,77,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,26.0,26.0,60.0,6.698421053,109.0,12.28888889,24.45368421,85.2,99.8,70.5
IN023261300,"GORAKHPUR, IN",26.75,83.367,77,2025-05,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,28.0,27.0,71.0,6.698421053,108.0,12.28888889,24.45368421,88.2,99.1,77.3
IN017010300,"BALASORE, IN",21.517,86.933,20,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,62.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,70.9
IN017010300,"BALASORE, IN",21.517,86.933,20,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,68.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,74.7
IN017010300,"BALASORE, IN",21.517,86.933,20,2025-05,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,69.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,77.0
IN023351400,"LUCKNOW AMAUSI, IN",26.75,80.883,128,2025-05,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,71.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,78.6
IN017120100,"SAMBALPUR, IN",21.467,83.967,148,2025-05,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,72.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,80.6
IN021012000,"KAILASHAHAR, IN",24.317,92.0,30,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,26.0,18.0,58.0,6.698421053,99.0,12.28888889,24.45368421,79.4,92.6,66.2
IN021012000,"KAILASHAHAR, IN",24.317,92.0,30,2025-04,925.6964286,519.0,22.31578947,17.84210526,0,0,0,29.0,21.0,68.0,6.698421053,98.0,0.0,24.45368421,82.9,92.6,73.2
IN021012000,"KAILASHAHAR, IN",24.317,92.0,30,2025-05,925.6964286,520.0,22.31578947,17.84210526,0,0,0,31.0,21.0,71.0,6.698421053,100.0,0.0,24.45368421,82.4,90.6,74.1
IN009120400,"HONAVAR, IN",14.283,74.45,9,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,26.0,26.0,71.0,6.698421053,100.0,12.28888889,24.45368421,84.0,93.4,74.6
IN009120400,"HONAVAR, IN",14.283,74.45,9,2025-04,925.6964286,504.0,22.31578947,17.84210526,0,0,0,27.0,27.0,73.0,6.698421053,95.0,0.0,24.45368421,85.3,93.2,77.3
IN009120400,"HONAVAR, IN",14.283,74.45,9,2025-05,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,73.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,76.4
IN020130700,"TIRUCHCHIRAPALLI, IN",10.767,78.717,88,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,75.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,79.7
IN020130700,"TIRUCHCHIRAPALLI, IN",10.767,78.717,88,2025-05,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,73.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,79.0
IN004051800,"GAYA, IN",24.75,84.95,116,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,28.0,18.0,62.98222222,6.698421053,102.0,12.28888889,24.45368421,81.53204554,91.7,71.00517182
IN004051800,"GAYA, IN",24.75,84.95,116,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.0,27.0,62.98222222,6.698421053,112.0,12.28888889,24.45368421,81.53204554,100.2,71.00517182
IN009090300,"GADAG, IN",15.417,75.633,650,2025-03,1042.0,501.0,22.31578947,17.84210526,0,0,0,28.0,28.0,62.0,6.698421053,100.0,0.0,24.45368421,83.6,98.1,69.1
IN009090300,"GADAG, IN",15.417,75.633,650,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,67.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,71.4
IN009090300,"GADAG, IN",15.417,75.633,650,2025-05,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,66.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,70.7
IN010050700,"KOZHIKODE, IN",11.25,75.783,5,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,28.0,28.0,75.0,6.698421053,99.0,12.28888889,24.45368421,88.4,96.6,80.1
IN010050700,"KOZHIKODE, IN",11.25,75.783,5,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.0,27.0,62.98222222,6.698421053,99.0,12.28888889,24.45368421,81.53204554,96.6,71.00517182
IN009070100,"CHITRADURGA, IN",14.233,76.433,733,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,62.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,69.1
IN009070100,"CHITRADURGA, IN",14.233,76.433,733,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,26.0,25.0,67.0,6.698421053,99.0,12.28888889,24.45368421,83.1,94.9,71.2
IN009070100,"CHITRADURGA, IN",14.233,76.433,733,2025-05,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,68.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,71.3
IN003050500,"DIBRUGARH MOHANBAR, IN",27.483,95.017,111,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,55.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,62.4
IN003050500,"DIBRUGARH MOHANBAR, IN",27.483,95.017,111,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,64.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,68.1
IN003050500,"DIBRUGARH MOHANBAR, IN",27.483,95.017,111,2025-05,925.6964286,414.0777778,19.0,15.0,0,0,0,27.54945055,22.34065934,62.98222222,3.74,101.3626374,12.28888889,11.23,81.53204554,95.03336038,71.00517182
IN019070100,"BIKANER, IN",28.0,73.3,224,2025-03,608.0,441.0,22.31578947,17.84210526,0,0,0,31.0,23.0,49.0,6.698421053,103.0,0.0,24.45368421,79.2,94.1,64.3
IN019070100,"BIKANER, IN",28.0,73.3,224,2025-05,925.6964286,872.0,22.31578947,17.84210526,0,0,0,30.0,30.0,71.0,6.698421053,116.0,0.0,24.45368421,96.4,109.6,83.2
IN024041000,"COOCH BEHAR, IN",26.333,89.467,43,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,54.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,61.2
IN024041000,"COOCH BEHAR, IN",26.333,89.467,43,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,63.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,70.7
IN024041000,"COOCH BEHAR, IN",26.333,89.467,43,2025-05,925.6964286,414.0777778,23.0,20.0,0,0,0,27.54945055,22.34065934,69.0,4.17,101.3626374,12.28888889,21.0,81.53204554,95.03336038,74.3
IN022030600,"GOA PANJIM, IN",15.483,73.817,60,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,72.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,75.6
IN022030600,"GOA PANJIM, IN",15.483,73.817,60,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,77.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,79.7
IN022030600,"GOA PANJIM, IN",15.483,73.817,60,2025-05,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,75.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,80.1
IN014020300,"SHILLONG, IN",25.567,91.883,1598,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,53.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,58.7
IN014020300,"SHILLONG, IN",25.567,91.883,1598,2025-05,925.6964286,414.0777778,26.0,20.0,0,0,0,27.54945055,22.34065934,55.0,5.31,101.3626374,12.28888889,25.35,81.53204554,95.03336038,60.5
IN012201100,"RATNAGIRI, IN",16.983,73.333,67,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,65.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,72.7
IN012201100,"RATNAGIRI, IN",16.983,73.333,67,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,70.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,77.0
IN012201100,"RATNAGIRI, IN",16.983,73.333,67,2025-05,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,72.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,76.8
IN001090500,"RAMGUNDAM, IN",18.767,79.433,156,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,56.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,70.4
IN001090500,"RAMGUNDAM, IN",18.767,79.433,156,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,71.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,78.0
IN001090500,"RAMGUNDAM, IN",18.767,79.433,156,2025-05,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,73.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,78.3
IN003030100,"DHUBRI, IN",26.017,89.983,36,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,62.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,66.5
IN003030100,"DHUBRI, IN",26.017,89.983,36,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,67.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,71.8
IN003030100,"DHUBRI, IN",26.017,89.983,36,2025-05,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,71.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,75.0
IN020100400,"PAMBAN, IN",9.267,79.3,11,2025-03,1313.0,530.0,22.31578947,17.84210526,0,0,0,28.0,23.0,74.0,6.698421053,96.0,0.0,24.45368421,84.7,91.9,77.4
IN020100400,"PAMBAN, IN",9.267,79.3,11,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,25.0,25.0,73.0,6.698421053,97.0,12.28888889,24.45368421,87.6,94.2,81.0
IN020100400,"PAMBAN, IN",9.267,79.3,11,2025-05,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.0,27.0,62.98222222,6.698421053,98.0,12.28888889,24.45368421,81.53204554,94.6,71.00517182
IN024140300,"CALCUTTA ALIPORE, IN",22.533,88.333,6,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,65.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,75.1
IN017060500,"GOPALPUR, IN",19.267,84.883,17,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,65.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,72.3
IN022043500,"KARAIKAL, IN",10.917,79.833,7,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,72.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,77.5
IN022043500,"KARAIKAL, IN",10.917,79.833,7,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,25.0,21.0,75.0,6.698421053,99.0,12.28888889,24.45368421,87.0,93.3,80.7
IN023101700,"BAREILLY, IN",28.367,79.4,169,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,29.0,12.0,52.0,6.698421053,98.0,12.28888889,24.45368421,73.7,88.4,58.9
IN023101700,"BAREILLY, IN",28.367,79.4,169,2025-04,925.6964286,532.0,22.31578947,17.84210526,0,0,0,27.0,27.0,58.0,6.698421053,108.0,0.0,24.45368421,85.3,100.4,70.1
IN023101700,"BAREILLY, IN",28.367,79.4,169,2025-05,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.0,27.0,64.0,6.698421053,104.0,12.28888889,24.45368421,87.8,98.9,76.8
IN019010300,"AJMER, IN",26.45,74.617,486,2025-03,592.0,405.0,22.31578947,17.84210526,0,0,0,29.0,22.0,53.0,6.698421053,100.0,0.0,24.45368421,79.0,93.5,64.4
IN019010300,"AJMER, IN",26.45,74.617,486,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,66.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,74.3
IN019010300,"AJMER, IN",26.45,74.617,486,2025-05,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,26.0,24.0,63.0,6.698421053,112.0,12.28888889,24.45368421,91.0,103.6,78.5
IN001111200,"MACHILIPATNAM, IN",16.2,81.15,3,2025-03,1478.0,636.0,22.31578947,17.84210526,0,0,0,31.0,31.0,72.0,6.698421053,101.0,0.0,24.45368421,85.5,95.2,75.8
IN001111200,"MACHILIPATNAM, IN",16.2,81.15,3,2025-04,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,29.0,29.0,76.0,6.698421053,100.0,12.28888889,24.45368421,89.0,97.6,80.5
IN001111200,"MACHILIPATNAM, IN",16.2,81.15,3,2025-05,925.6964286,651.0,22.31578947,17.84210526,0,0,0,31.0,30.0,74.0,6.698421053,100.0,0.0,24.45368421,89.0,96.7,81.2
IN020031700,"COIMBATORE PEELAMED, IN",11.033,77.05,399,2025-03,925.6964286,414.0777778,22.31578947,17.84210526,0,0,0,27.54945055,22.34065934,70.0,6.698421053,101.3626374,12.28888889,24.45368421,81.53204554,95.03336038,74.4
IN006011400,"CHANDIGARH IAFB, IN",30.733,76.883,347,2025-03,925.6964286,169.0,22.31578947,17.84210526,0,0,0,31.0,6.0,48.0,6.698421053,95.0,3.0,24.45368421,71.4,85.8,56.9
